idx,context_idx,0
44000.0,160.0,real
44000.0,161.0,fake
44000.0,162.0,real
44000.0,163.0,fake
44000.0,164.0,fake
44000.0,165.0,fake
44000.0,166.0,fake
44000.0,167.0,fake
44000.0,168.0,fake
44000.0,169.0,fake
44000.0,170.0,real
44000.0,171.0,fake
44000.0,172.0,fake
44000.0,173.0,fake
44000.0,174.0,fake
44000.0,175.0,fake
44000.0,176.0,fake
44000.0,177.0,fake
44000.0,178.0,fake
44000.0,179.0,fake
44001.0,0.0,fake
44001.0,1.0,fake
44001.0,2.0,fake
44001.0,3.0,fake
44001.0,4.0,fake
44001.0,5.0,fake
44001.0,6.0,fake
44001.0,7.0,real
44001.0,8.0,fake
44001.0,9.0,fake
44001.0,10.0,fake
44001.0,11.0,fake
44001.0,12.0,fake
44001.0,13.0,fake
44001.0,14.0,fake
44001.0,15.0,real
44001.0,16.0,real
44001.0,17.0,fake
44001.0,18.0,fake
44001.0,19.0,fake
44001.0,20.0,fake
44001.0,21.0,fake
44001.0,22.0,fake
44001.0,23.0,fake
44001.0,24.0,fake
44001.0,25.0,real
44001.0,26.0,fake
44001.0,27.0,fake
44001.0,28.0,fake
44001.0,29.0,fake
44001.0,30.0,real
44001.0,31.0,fake
44001.0,32.0,fake
44001.0,33.0,fake
44001.0,34.0,real
44001.0,35.0,fake
44001.0,36.0,fake
44001.0,37.0,fake
44001.0,38.0,fake
44001.0,39.0,fake
44001.0,40.0,fake
44002.0,0.0,fake
44002.0,1.0,fake
44002.0,2.0,real
44002.0,3.0,real
44002.0,4.0,fake
44002.0,5.0,fake
44002.0,6.0,fake
44002.0,7.0,fake
44002.0,8.0,fake
44002.0,9.0,fake
44002.0,10.0,fake
44002.0,11.0,fake
44002.0,12.0,fake
44002.0,13.0,fake
44002.0,14.0,fake
44002.0,15.0,fake
44002.0,16.0,fake
44002.0,17.0,fake
44002.0,18.0,fake
44002.0,19.0,fake
44002.0,20.0,fake
44002.0,21.0,fake
44002.0,22.0,fake
44002.0,23.0,fake
44002.0,24.0,fake
44002.0,25.0,fake
44002.0,26.0,real
44002.0,27.0,fake
44002.0,28.0,fake
44002.0,29.0,fake
44002.0,30.0,fake
44002.0,31.0,real
44002.0,32.0,fake
44002.0,33.0,fake
44002.0,34.0,real
44002.0,35.0,fake
44002.0,36.0,fake
44002.0,37.0,fake
44002.0,38.0,real
44002.0,39.0,fake
44003.0,0.0,fake
44003.0,1.0,fake
44003.0,2.0,fake
44003.0,3.0,fake
44003.0,4.0,fake
44003.0,5.0,real
44003.0,6.0,fake
44003.0,7.0,fake
44003.0,8.0,fake
44003.0,9.0,fake
44003.0,10.0,fake
44003.0,11.0,fake
44003.0,12.0,fake
44003.0,13.0,fake
44003.0,14.0,fake
44003.0,15.0,real
44003.0,16.0,fake
44003.0,17.0,fake
44003.0,18.0,fake
44003.0,19.0,fake
44003.0,20.0,fake
44003.0,21.0,fake
44003.0,22.0,fake
44003.0,23.0,fake
44003.0,24.0,fake
44003.0,25.0,fake
44003.0,26.0,real
44003.0,27.0,fake
44003.0,28.0,fake
44003.0,29.0,real
44003.0,30.0,fake
44003.0,31.0,fake
44003.0,32.0,fake
44003.0,33.0,fake
44003.0,34.0,real
44003.0,35.0,fake
44003.0,36.0,real
44003.0,37.0,fake
44003.0,38.0,real
44003.0,39.0,fake
44003.0,40.0,fake
44003.0,41.0,real
44003.0,42.0,fake
44003.0,43.0,fake
44003.0,44.0,real
44003.0,45.0,fake
44003.0,46.0,fake
44003.0,47.0,fake
44003.0,48.0,fake
44003.0,49.0,fake
44003.0,50.0,fake
44003.0,51.0,real
44003.0,52.0,fake
44003.0,53.0,fake
44003.0,54.0,fake
44004.0,0.0,fake
44004.0,1.0,fake
44004.0,2.0,fake
44004.0,3.0,fake
44004.0,4.0,fake
44004.0,5.0,fake
44004.0,6.0,fake
44004.0,7.0,real
44004.0,8.0,fake
44004.0,9.0,real
44004.0,10.0,fake
44004.0,11.0,real
44004.0,12.0,fake
44004.0,13.0,fake
44004.0,14.0,real
44004.0,15.0,fake
44004.0,16.0,fake
44004.0,17.0,fake
44004.0,18.0,real
44004.0,19.0,real
44004.0,20.0,fake
44004.0,21.0,fake
44004.0,22.0,fake
44004.0,23.0,fake
44004.0,24.0,real
44004.0,25.0,fake
44004.0,26.0,fake
44004.0,27.0,fake
44004.0,28.0,fake
44004.0,29.0,fake
44004.0,30.0,fake
44005.0,0.0,real
44005.0,1.0,fake
44005.0,2.0,fake
44005.0,3.0,real
44005.0,4.0,real
44005.0,5.0,real
44005.0,6.0,fake
44005.0,7.0,fake
44005.0,8.0,fake
44005.0,9.0,fake
44005.0,10.0,fake
44005.0,11.0,real
44005.0,12.0,fake
44005.0,13.0,fake
44005.0,14.0,fake
44005.0,15.0,fake
44005.0,16.0,real
44005.0,17.0,fake
44005.0,18.0,fake
44005.0,19.0,fake
44005.0,20.0,fake
44005.0,21.0,fake
44005.0,22.0,fake
44005.0,23.0,real
44005.0,24.0,fake
44005.0,25.0,real
44005.0,26.0,real
44005.0,27.0,real
44005.0,28.0,fake
44005.0,29.0,real
44005.0,30.0,fake
44005.0,31.0,fake
44005.0,32.0,fake
44005.0,33.0,real
44005.0,34.0,fake
44005.0,35.0,fake
44005.0,36.0,fake
44005.0,37.0,fake
44005.0,38.0,fake
44005.0,39.0,fake
44005.0,40.0,fake
44005.0,41.0,fake
44005.0,42.0,real
44005.0,43.0,fake
44005.0,44.0,real
44005.0,45.0,real
44005.0,46.0,fake
44005.0,47.0,real
44005.0,48.0,fake
44005.0,49.0,fake
44005.0,50.0,real
44005.0,51.0,fake
44005.0,52.0,fake
44005.0,53.0,fake
44005.0,54.0,real
44005.0,55.0,real
44005.0,56.0,fake
44005.0,57.0,fake
44005.0,58.0,fake
44005.0,59.0,fake
44005.0,60.0,fake
44005.0,61.0,fake
44005.0,62.0,fake
44005.0,63.0,fake
44005.0,64.0,fake
44005.0,65.0,real
44005.0,66.0,fake
44005.0,67.0,real
44005.0,68.0,real
44006.0,0.0,fake
44006.0,1.0,fake
44006.0,2.0,fake
44006.0,3.0,fake
44006.0,4.0,fake
44006.0,5.0,fake
44006.0,6.0,fake
44006.0,7.0,fake
44006.0,8.0,fake
44006.0,9.0,fake
44006.0,10.0,fake
44006.0,11.0,real
44006.0,12.0,fake
44006.0,13.0,fake
44006.0,14.0,real
44006.0,15.0,fake
44006.0,16.0,real
44006.0,17.0,fake
44006.0,18.0,fake
44006.0,19.0,fake
44006.0,20.0,fake
44006.0,21.0,fake
44006.0,22.0,fake
44006.0,23.0,fake
44006.0,24.0,fake
44006.0,25.0,fake
44006.0,26.0,real
44006.0,27.0,fake
44006.0,28.0,fake
44006.0,29.0,fake
44006.0,30.0,fake
44006.0,31.0,fake
44006.0,32.0,fake
44006.0,33.0,real
44006.0,34.0,fake
44006.0,35.0,fake
44006.0,36.0,real
44006.0,37.0,real
44006.0,38.0,fake
44006.0,39.0,fake
44006.0,40.0,fake
44006.0,41.0,fake
44006.0,42.0,fake
44006.0,43.0,fake
44006.0,44.0,fake
44006.0,45.0,fake
44006.0,46.0,real
44006.0,47.0,fake
44006.0,48.0,fake
44006.0,49.0,fake
44006.0,50.0,fake
44006.0,51.0,fake
44006.0,52.0,fake
44006.0,53.0,fake
44006.0,54.0,fake
44006.0,55.0,fake
44006.0,56.0,real
44006.0,57.0,fake
44006.0,58.0,real
44006.0,59.0,fake
44006.0,60.0,fake
44006.0,61.0,fake
44006.0,62.0,fake
44006.0,63.0,fake
44006.0,64.0,real
44006.0,65.0,fake
44006.0,66.0,fake
44007.0,0.0,fake
44007.0,1.0,fake
44007.0,2.0,fake
44007.0,3.0,fake
44007.0,4.0,real
44007.0,5.0,fake
44007.0,6.0,fake
44007.0,7.0,fake
44007.0,8.0,fake
44007.0,9.0,real
44007.0,10.0,fake
44007.0,11.0,fake
44007.0,12.0,real
44007.0,13.0,fake
44007.0,14.0,fake
44007.0,15.0,fake
44007.0,16.0,real
44007.0,17.0,fake
44007.0,18.0,fake
44007.0,19.0,real
44007.0,20.0,fake
44007.0,21.0,fake
44007.0,22.0,fake
44007.0,23.0,fake
44007.0,24.0,fake
44007.0,25.0,fake
44007.0,26.0,real
44007.0,27.0,real
44007.0,28.0,fake
44007.0,29.0,fake
44007.0,30.0,fake
44007.0,31.0,real
44007.0,32.0,fake
44007.0,33.0,fake
44007.0,34.0,fake
44007.0,35.0,fake
44007.0,36.0,real
44007.0,37.0,fake
44007.0,38.0,fake
44007.0,39.0,real
44007.0,40.0,real
44007.0,41.0,fake
44007.0,42.0,fake
44008.0,0.0,real
44008.0,1.0,fake
44008.0,2.0,real
44008.0,3.0,fake
44008.0,4.0,fake
44008.0,5.0,fake
44008.0,6.0,fake
44008.0,7.0,fake
44008.0,8.0,fake
44008.0,9.0,fake
44008.0,10.0,fake
44008.0,11.0,real
44008.0,12.0,fake
44008.0,13.0,fake
44008.0,14.0,fake
44009.0,0.0,fake
44009.0,1.0,real
44009.0,2.0,fake
44009.0,3.0,fake
44009.0,4.0,fake
44009.0,5.0,real
44009.0,6.0,fake
44009.0,7.0,fake
44009.0,8.0,fake
44009.0,9.0,fake
44009.0,10.0,fake
44009.0,11.0,fake
44009.0,12.0,real
44009.0,13.0,fake
44010.0,0.0,fake
44010.0,1.0,fake
44010.0,2.0,fake
44010.0,3.0,fake
44010.0,4.0,fake
44010.0,5.0,fake
44010.0,6.0,fake
44010.0,7.0,real
44010.0,8.0,real
44010.0,9.0,fake
44010.0,10.0,fake
44010.0,11.0,fake
44010.0,12.0,fake
44010.0,13.0,fake
44010.0,14.0,fake
44011.0,0.0,fake
44011.0,1.0,fake
44011.0,2.0,fake
44011.0,3.0,fake
44011.0,4.0,real
44011.0,5.0,fake
44011.0,6.0,fake
44011.0,7.0,fake
44011.0,8.0,fake
44011.0,9.0,real
44011.0,10.0,fake
44011.0,11.0,real
44011.0,12.0,fake
44011.0,13.0,fake
44011.0,14.0,real
44011.0,15.0,real
44011.0,16.0,fake
44011.0,17.0,fake
44011.0,18.0,fake
44012.0,0.0,fake
44012.0,1.0,fake
44012.0,2.0,fake
44012.0,3.0,fake
44012.0,4.0,fake
44012.0,5.0,fake
44012.0,6.0,fake
44012.0,7.0,fake
44012.0,8.0,fake
44012.0,9.0,fake
44012.0,10.0,fake
44012.0,11.0,real
44012.0,12.0,fake
44012.0,13.0,fake
44012.0,14.0,fake
44012.0,15.0,fake
44012.0,16.0,fake
44012.0,17.0,fake
44012.0,18.0,fake
44012.0,19.0,fake
44012.0,20.0,fake
44012.0,21.0,real
44013.0,0.0,real
44013.0,1.0,real
44013.0,2.0,real
44013.0,3.0,fake
44013.0,4.0,fake
44013.0,5.0,fake
44013.0,6.0,fake
44013.0,7.0,fake
44013.0,8.0,fake
44014.0,0.0,fake
44014.0,1.0,fake
44014.0,2.0,fake
44014.0,3.0,fake
44014.0,4.0,fake
44014.0,5.0,real
44014.0,6.0,real
44014.0,7.0,real
44014.0,8.0,fake
44014.0,9.0,fake
44014.0,10.0,fake
44014.0,11.0,fake
44014.0,12.0,fake
44014.0,13.0,fake
44014.0,14.0,fake
44014.0,15.0,fake
44014.0,16.0,fake
44014.0,17.0,fake
44014.0,18.0,fake
44014.0,19.0,fake
44014.0,20.0,fake
44014.0,21.0,fake
44014.0,22.0,real
44014.0,23.0,fake
44014.0,24.0,real
44014.0,25.0,fake
44014.0,26.0,fake
44014.0,27.0,fake
44015.0,0.0,fake
44015.0,1.0,fake
44015.0,2.0,fake
44015.0,3.0,fake
44015.0,4.0,real
44015.0,5.0,real
44015.0,6.0,real
44015.0,7.0,fake
44015.0,8.0,fake
44015.0,9.0,fake
44015.0,10.0,fake
44015.0,11.0,real
44015.0,12.0,fake
44015.0,13.0,fake
44015.0,14.0,fake
44015.0,15.0,fake
44015.0,16.0,fake
44015.0,17.0,fake
44015.0,18.0,fake
44015.0,19.0,fake
44015.0,20.0,real
44015.0,21.0,fake
44015.0,22.0,fake
44015.0,23.0,fake
44015.0,24.0,real
44015.0,25.0,fake
44015.0,26.0,fake
44015.0,27.0,fake
44015.0,28.0,fake
44015.0,29.0,real
44015.0,30.0,fake
44015.0,31.0,fake
44015.0,32.0,fake
44015.0,33.0,fake
44015.0,34.0,fake
44015.0,35.0,real
44015.0,36.0,fake
44015.0,37.0,fake
44015.0,38.0,fake
44015.0,39.0,fake
44015.0,40.0,fake
44015.0,41.0,real
44015.0,42.0,real
44015.0,43.0,fake
44015.0,44.0,fake
44015.0,45.0,fake
44015.0,46.0,fake
44015.0,47.0,fake
44015.0,48.0,fake
44015.0,49.0,fake
44015.0,50.0,fake
44015.0,51.0,fake
44015.0,52.0,fake
44015.0,53.0,fake
44015.0,54.0,fake
44015.0,55.0,fake
44015.0,56.0,fake
44015.0,57.0,fake
44015.0,58.0,fake
44015.0,59.0,real
44015.0,60.0,fake
44015.0,61.0,fake
44016.0,0.0,fake
44016.0,1.0,fake
44016.0,2.0,fake
44016.0,3.0,fake
44016.0,4.0,real
44016.0,5.0,fake
44016.0,6.0,fake
44016.0,7.0,fake
44016.0,8.0,fake
44016.0,9.0,fake
44016.0,10.0,fake
44016.0,11.0,fake
44016.0,12.0,real
44016.0,13.0,fake
44016.0,14.0,fake
44016.0,15.0,real
44016.0,16.0,fake
44016.0,17.0,fake
44016.0,18.0,fake
44016.0,19.0,real
44016.0,20.0,fake
44016.0,21.0,fake
44017.0,0.0,fake
44017.0,1.0,real
44017.0,2.0,fake
44017.0,3.0,fake
44017.0,4.0,fake
44017.0,5.0,fake
44017.0,6.0,fake
44017.0,7.0,fake
44017.0,8.0,fake
44017.0,9.0,fake
44017.0,10.0,fake
44017.0,11.0,real
44017.0,12.0,fake
44017.0,13.0,fake
44017.0,14.0,fake
44017.0,15.0,fake
44017.0,16.0,fake
44017.0,17.0,fake
44017.0,18.0,fake
44018.0,0.0,fake
44018.0,1.0,fake
44018.0,2.0,fake
44018.0,3.0,fake
44018.0,4.0,fake
44018.0,5.0,real
44018.0,6.0,fake
44018.0,7.0,fake
44018.0,8.0,fake
44019.0,0.0,real
44019.0,1.0,fake
44019.0,2.0,fake
44019.0,3.0,real
44019.0,4.0,real
44019.0,5.0,real
44019.0,6.0,fake
44019.0,7.0,fake
44019.0,8.0,fake
44019.0,9.0,fake
44019.0,10.0,fake
44019.0,11.0,fake
44019.0,12.0,fake
44019.0,13.0,fake
44019.0,14.0,fake
44019.0,15.0,fake
44019.0,16.0,fake
44019.0,17.0,fake
44019.0,18.0,fake
44019.0,19.0,real
44019.0,20.0,fake
44019.0,21.0,real
44019.0,22.0,fake
44019.0,23.0,real
44020.0,0.0,fake
44020.0,1.0,fake
44020.0,2.0,real
44020.0,3.0,fake
44020.0,4.0,fake
44020.0,5.0,real
44020.0,6.0,fake
44020.0,7.0,real
44020.0,8.0,real
44020.0,9.0,fake
44020.0,10.0,fake
44020.0,11.0,fake
44020.0,12.0,fake
44020.0,13.0,fake
44020.0,14.0,fake
44020.0,15.0,fake
44020.0,16.0,fake
44020.0,17.0,fake
44020.0,18.0,fake
44020.0,19.0,real
44020.0,20.0,fake
44021.0,0.0,fake
44021.0,1.0,fake
44021.0,2.0,fake
44021.0,3.0,real
44021.0,4.0,real
44021.0,5.0,fake
44021.0,6.0,real
44021.0,7.0,fake
44021.0,8.0,fake
44021.0,9.0,real
44021.0,10.0,fake
44021.0,11.0,fake
44021.0,12.0,real
44021.0,13.0,fake
44021.0,14.0,fake
44021.0,15.0,fake
44021.0,16.0,fake
44021.0,17.0,fake
44021.0,18.0,real
44021.0,19.0,real
44021.0,20.0,fake
44021.0,21.0,real
44021.0,22.0,fake
44021.0,23.0,fake
44021.0,24.0,fake
44021.0,25.0,fake
44021.0,26.0,fake
44021.0,27.0,real
44021.0,28.0,fake
44021.0,29.0,fake
44021.0,30.0,fake
44021.0,31.0,fake
44021.0,32.0,fake
44021.0,33.0,fake
44021.0,34.0,fake
44021.0,35.0,real
44021.0,36.0,fake
44021.0,37.0,fake
44021.0,38.0,fake
44021.0,39.0,fake
44021.0,40.0,fake
44021.0,41.0,fake
44021.0,42.0,real
44021.0,43.0,fake
44021.0,44.0,real
44021.0,45.0,fake
44021.0,46.0,fake
44021.0,47.0,real
44021.0,48.0,fake
44021.0,49.0,fake
44021.0,50.0,fake
44021.0,51.0,fake
44021.0,52.0,fake
44021.0,53.0,fake
44021.0,54.0,fake
44021.0,55.0,fake
44021.0,56.0,fake
44021.0,57.0,fake
44021.0,58.0,fake
44021.0,59.0,fake
44021.0,60.0,real
44021.0,61.0,fake
44021.0,62.0,fake
44021.0,63.0,fake
44021.0,64.0,real
44021.0,65.0,fake
44021.0,66.0,fake
44021.0,67.0,fake
44021.0,68.0,fake
44021.0,69.0,fake
44021.0,70.0,fake
44021.0,71.0,fake
44021.0,72.0,fake
44021.0,73.0,real
44021.0,74.0,fake
44021.0,75.0,fake
44021.0,76.0,fake
44021.0,77.0,fake
44021.0,78.0,fake
44021.0,79.0,fake
44022.0,0.0,fake
44022.0,1.0,real
44022.0,2.0,fake
44022.0,3.0,fake
44022.0,4.0,real
44022.0,5.0,real
44022.0,6.0,fake
44022.0,7.0,fake
44022.0,8.0,fake
44022.0,9.0,fake
44022.0,10.0,fake
44022.0,11.0,real
44022.0,12.0,fake
44022.0,13.0,fake
44022.0,14.0,fake
44022.0,15.0,fake
44022.0,16.0,fake
44022.0,17.0,fake
44022.0,18.0,real
44022.0,19.0,fake
44022.0,20.0,fake
44022.0,21.0,fake
44022.0,22.0,real
44022.0,23.0,fake
44022.0,24.0,real
44022.0,25.0,fake
44022.0,26.0,fake
44022.0,27.0,fake
44022.0,28.0,fake
44022.0,29.0,fake
44022.0,30.0,fake
44022.0,31.0,real
44022.0,32.0,fake
44022.0,33.0,fake
44022.0,34.0,fake
44022.0,35.0,fake
44022.0,36.0,fake
44022.0,37.0,fake
44022.0,38.0,real
44022.0,39.0,fake
44022.0,40.0,fake
44022.0,41.0,fake
44022.0,42.0,fake
44022.0,43.0,fake
44023.0,0.0,fake
44023.0,1.0,fake
44023.0,2.0,fake
44023.0,3.0,fake
44023.0,4.0,fake
44023.0,5.0,real
44023.0,6.0,fake
44023.0,7.0,fake
44023.0,8.0,real
44023.0,9.0,fake
44023.0,10.0,fake
44023.0,11.0,fake
44024.0,0.0,fake
44024.0,1.0,fake
44024.0,2.0,fake
44024.0,3.0,fake
44024.0,4.0,real
44024.0,5.0,fake
44024.0,6.0,fake
44024.0,7.0,fake
44024.0,8.0,fake
44024.0,9.0,fake
44024.0,10.0,fake
44024.0,11.0,fake
44024.0,12.0,fake
44024.0,13.0,fake
44024.0,14.0,fake
44024.0,15.0,fake
44024.0,16.0,fake
44024.0,17.0,fake
44024.0,18.0,fake
44024.0,19.0,fake
44024.0,20.0,fake
44024.0,21.0,fake
44024.0,22.0,fake
44024.0,23.0,fake
44024.0,24.0,fake
44025.0,0.0,fake
44025.0,1.0,fake
44025.0,2.0,fake
44025.0,3.0,fake
44025.0,4.0,real
44025.0,5.0,fake
44025.0,6.0,real
44025.0,7.0,real
44025.0,8.0,fake
44025.0,9.0,fake
44025.0,10.0,fake
44025.0,11.0,fake
44025.0,12.0,fake
44025.0,13.0,fake
44025.0,14.0,fake
44025.0,15.0,fake
44025.0,16.0,fake
44025.0,17.0,fake
44026.0,0.0,fake
44026.0,1.0,fake
44026.0,2.0,fake
44026.0,3.0,fake
44026.0,4.0,real
44026.0,5.0,fake
44027.0,0.0,real
44027.0,1.0,fake
44027.0,2.0,fake
44027.0,3.0,fake
44027.0,4.0,fake
44027.0,5.0,real
44027.0,6.0,fake
44028.0,0.0,fake
44028.0,1.0,real
44028.0,2.0,real
44028.0,3.0,fake
44028.0,4.0,fake
44028.0,5.0,fake
44028.0,6.0,fake
44028.0,7.0,real
44028.0,8.0,fake
44028.0,9.0,fake
44028.0,10.0,real
44029.0,0.0,fake
44029.0,1.0,fake
44029.0,2.0,real
44029.0,3.0,fake
44029.0,4.0,real
44029.0,5.0,fake
44029.0,6.0,fake
44029.0,7.0,fake
44029.0,8.0,fake
44029.0,9.0,fake
44029.0,10.0,fake
44029.0,11.0,fake
44029.0,12.0,real
44029.0,13.0,fake
44029.0,14.0,fake
44029.0,15.0,fake
44029.0,16.0,fake
44029.0,17.0,fake
44029.0,18.0,fake
44029.0,19.0,fake
44029.0,20.0,real
44029.0,21.0,fake
44029.0,22.0,fake
44029.0,23.0,real
44029.0,24.0,fake
44029.0,25.0,fake
44029.0,26.0,fake
44029.0,27.0,real
44029.0,28.0,fake
44029.0,29.0,fake
44029.0,30.0,fake
44029.0,31.0,fake
44029.0,32.0,real
44029.0,33.0,fake
44029.0,34.0,fake
44029.0,35.0,fake
44029.0,36.0,fake
44029.0,37.0,fake
44029.0,38.0,fake
44029.0,39.0,fake
44029.0,40.0,fake
44029.0,41.0,fake
44029.0,42.0,fake
44029.0,43.0,fake
44029.0,44.0,fake
44029.0,45.0,fake
44029.0,46.0,fake
44029.0,47.0,fake
44029.0,48.0,fake
44029.0,49.0,fake
44029.0,50.0,fake
44029.0,51.0,fake
44030.0,0.0,fake
44030.0,1.0,real
44030.0,2.0,real
44030.0,3.0,fake
44030.0,4.0,fake
44030.0,5.0,fake
44030.0,6.0,fake
44030.0,7.0,fake
44030.0,8.0,fake
44030.0,9.0,fake
44030.0,10.0,fake
44030.0,11.0,fake
44030.0,12.0,fake
44030.0,13.0,fake
44030.0,14.0,fake
44030.0,15.0,fake
44030.0,16.0,fake
44030.0,17.0,fake
44030.0,18.0,real
44030.0,19.0,fake
44030.0,20.0,fake
44030.0,21.0,fake
44030.0,22.0,fake
44030.0,23.0,fake
44030.0,24.0,fake
44030.0,25.0,real
44030.0,26.0,fake
44030.0,27.0,fake
44030.0,28.0,fake
44030.0,29.0,fake
44030.0,30.0,fake
44030.0,31.0,fake
44030.0,32.0,fake
44030.0,33.0,fake
44030.0,34.0,fake
44030.0,35.0,fake
44030.0,36.0,fake
44030.0,37.0,fake
44030.0,38.0,fake
44030.0,39.0,fake
44030.0,40.0,fake
44030.0,41.0,fake
44030.0,42.0,real
44030.0,43.0,fake
44030.0,44.0,fake
44030.0,45.0,fake
44030.0,46.0,fake
44030.0,47.0,fake
44030.0,48.0,fake
44030.0,49.0,fake
44030.0,50.0,fake
44030.0,51.0,fake
44030.0,52.0,real
44030.0,53.0,fake
44030.0,54.0,fake
44030.0,55.0,fake
44030.0,56.0,fake
44030.0,57.0,fake
44030.0,58.0,real
44030.0,59.0,fake
44030.0,60.0,fake
44030.0,61.0,fake
44030.0,62.0,fake
44030.0,63.0,fake
44030.0,64.0,fake
44030.0,65.0,fake
44030.0,66.0,fake
44030.0,67.0,fake
44030.0,68.0,fake
44030.0,69.0,fake
44030.0,70.0,fake
44030.0,71.0,fake
44030.0,72.0,fake
44030.0,73.0,fake
44030.0,74.0,fake
44030.0,75.0,fake
44030.0,76.0,fake
44030.0,77.0,fake
44030.0,78.0,fake
44030.0,79.0,fake
44030.0,80.0,real
44030.0,81.0,fake
44030.0,82.0,fake
44030.0,83.0,fake
44030.0,84.0,fake
44030.0,85.0,fake
44030.0,86.0,fake
44030.0,87.0,fake
44030.0,88.0,fake
44030.0,89.0,real
44030.0,90.0,fake
44030.0,91.0,fake
44030.0,92.0,fake
44030.0,93.0,real
44030.0,94.0,real
44030.0,95.0,fake
44030.0,96.0,fake
44030.0,97.0,real
44030.0,98.0,fake
44030.0,99.0,fake
44030.0,100.0,fake
44030.0,101.0,fake
44030.0,102.0,real
44030.0,103.0,fake
44030.0,104.0,real
44030.0,105.0,fake
44030.0,106.0,real
44030.0,107.0,fake
44030.0,108.0,fake
44030.0,109.0,fake
44030.0,110.0,fake
44030.0,111.0,fake
44030.0,112.0,real
44030.0,113.0,fake
44030.0,114.0,real
44030.0,115.0,fake
44030.0,116.0,fake
44030.0,117.0,real
44030.0,118.0,fake
44030.0,119.0,fake
44030.0,120.0,real
44030.0,121.0,fake
44030.0,122.0,fake
